id,sex,observed_on,quality_grade,url,image_url,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_county_name,place_state_name,scientific_name,common_name
35389327,m,2010-05-11,research,https://www.inaturalist.org/observations/35389327,https://inaturalist-open-data.s3.amazonaws.com/photos/55799662/medium.jpeg,,"Okmulgee, OK 74447, USA",35.5767979,-96.08739674,2104,,,,2104,,,FALSE,gps,gps,Okmulgee,Oklahoma,Speyeria diana,Diana Fritillary
36064324,m,2003-06-22,research,https://www.inaturalist.org/observations/36064324,https://inaturalist-open-data.s3.amazonaws.com/photos/56959863/medium.jpg,,"Clearfork Trail, Royal, AR 71968, USA",34.5089077,-93.3931629,222,,,,222,,,FALSE,,,Garland,Arkansas,Speyeria diana,Diana Fritillary
37397707,m,2018-06-13,research,https://www.inaturalist.org/observations/37397707,https://static.inaturalist.org/photos/59279784/medium.jpg,Pikeville - Diana Fritillary ♂,"Van Buren County, US-TN, US",35.672505,-85.383657,3,,,,3,,,FALSE,,,Van Buren,Tennessee,Speyeria diana,Diana Fritillary
38476624,m,2016-07-09,research,https://www.inaturalist.org/observations/38476624,https://inaturalist-open-data.s3.amazonaws.com/photos/61155849/medium.jpg,,"Virginia, US",37.80364414,-79.77769543,190,,,,28329,obscured,,TRUE,,,Bath,Virginia,Speyeria diana,Diana Fritillary
39313268,m,2015-07-24,research,https://www.inaturalist.org/observations/39313268,https://inaturalist-open-data.s3.amazonaws.com/photos/62353671/medium.jpg,Johnson County,"Mountain City, TN 37683, USA",36.48047444,-81.80541005,12543,,,,12543,,,FALSE,,,Johnson,Tennessee,Speyeria diana,Diana Fritillary
40754431,m,2010-07-08,research,https://www.inaturalist.org/observations/40754431,https://inaturalist-open-data.s3.amazonaws.com/photos/64601616/medium.jpg,,"Virginia, US",37.52000831,-80.36640166,1000,,,,28388,obscured,,TRUE,,,Craig,Virginia,Speyeria diana,Diana Fritillary
41678718,m,2009-06-26,research,https://www.inaturalist.org/observations/41678718,https://static.inaturalist.org/photos/66122541/medium.jpg,,"577 Lodge Dr, Paris, AR 72855, USA",35.1686949,-93.6260549,6371,,,,6371,,,FALSE,,,Logan,Arkansas,Speyeria diana,Diana Fritillary
42747475,f,2019-08-27,research,https://www.inaturalist.org/observations/42747475,https://inaturalist-open-data.s3.amazonaws.com/photos/67889244/medium.jpg,,"North White Oak Creek, Jamestown, TN, US",36.43165333,-84.73307,,,,,,,,FALSE,,,Fentress,Tennessee,Speyeria diana,Diana Fritillary
46628935,f,2010-08-19,research,https://www.inaturalist.org/observations/46628935,https://inaturalist-open-data.s3.amazonaws.com/photos/73956115/medium.jpeg,female,"38 D J Dr, Fairview, NC 28730, USA",35.532111,-82.4745949,161,,,,161,,,FALSE,,,Buncombe,North Carolina,Speyeria diana,Diana Fritillary
46629107,m,2006-06-18,research,https://www.inaturalist.org/observations/46629107,https://inaturalist-open-data.s3.amazonaws.com/photos/73956279/medium.jpeg,male,"38 D J Dr, Fairview, NC 28730, USA",35.532111,-82.4745949,161,,,,161,,,FALSE,,,Buncombe,North Carolina,Speyeria diana,Diana Fritillary
48427528,m,2020-06-03,research,https://www.inaturalist.org/observations/48427528,https://static.inaturalist.org/photos/76841422/medium.jpg,,"Cleburne County, AL, USA",33.7613088,-85.54544107,2393,,,,2393,,,FALSE,,,Cleburne,Alabama,Speyeria diana,Diana Fritillary
48449769,m,2012-06-09,research,https://www.inaturalist.org/observations/48449769,https://static.inaturalist.org/photos/76875424/medium.jpg,,"Fentress County, TN, USA",36.37106,-84.8984775,31692,,,,31692,,,FALSE,,,Fentress,Tennessee,Speyeria diana,Diana Fritillary
48501855,m,2020-06-04,research,https://www.inaturalist.org/observations/48501855,https://inaturalist-open-data.s3.amazonaws.com/photos/76964656/medium.jpg,male,"5948-7290 State Hwy 60, Charleston, AR 72933, USA",35.3355247,-94.0383803,189,,,,189,,,FALSE,,,Franklin,Arkansas,Speyeria diana,Diana Fritillary
48698075,m,2020-06-06,research,https://www.inaturalist.org/observations/48698075,https://static.inaturalist.org/photos/77283163/medium.jpg,,"CR-084, Lanett, AL, US",32.86024069,-85.30753678,140,,,,140,,,FALSE,,,Chambers,Alabama,Speyeria diana,Diana Fritillary
48711281,f,2020-06-06,research,https://www.inaturalist.org/observations/48711281,https://static.inaturalist.org/photos/77304788/medium.jpg,,"CR-084, Lanett, AL, US",32.86185961,-85.3072116,40,,,,40,,,FALSE,,,Chambers,Alabama,Speyeria diana,Diana Fritillary
49230199,m,2020-06-07,research,https://www.inaturalist.org/observations/49230199,https://static.inaturalist.org/photos/78145747/medium.jpg,,"Talladega National Forest, Piedmont, AL, US",33.79248333,-85.568405,8,,,,8,,,FALSE,,,Cleburne,Alabama,Speyeria diana,Diana Fritillary
49364160,m,2020-06-12,research,https://www.inaturalist.org/observations/49364160,https://inaturalist-open-data.s3.amazonaws.com/photos/78362192/medium.jpg,,"Fort Gibson, OK, US",35.83354174,-95.21248254,9,,,,9,,,FALSE,,,Cherokee,Oklahoma,Speyeria diana,Diana Fritillary
49445825,m,2020-06-13,research,https://www.inaturalist.org/observations/49445825,https://inaturalist-open-data.s3.amazonaws.com/photos/78493298/medium.jpeg,,"Skiatook, OK 74070, USA",36.42344665,-96.14183486,229,,,,229,,,FALSE,gps,gps,Osage,Oklahoma,Speyeria diana,Diana Fritillary
49580990,m,2020-06-14,research,https://www.inaturalist.org/observations/49580990,https://inaturalist-open-data.s3.amazonaws.com/photos/78710441/medium.jpg,,"Chattahoochee-Oconee National Forests, Ellijay, GA, US",34.80429167,-84.43878,8,,,,8,,,FALSE,,,Gilmer,Georgia,Speyeria diana,Diana Fritillary
49646447,m,2020-06-14,research,https://www.inaturalist.org/observations/49646447,https://inaturalist-open-data.s3.amazonaws.com/photos/78814468/medium.jpg,,"Fern Hill Rd, Pikeville, TN, US",35.54945,-85.312805,5,,,,5,,,FALSE,,,Bledsoe,Tennessee,Speyeria diana,Diana Fritillary
49847294,m,2020-06-14,research,https://www.inaturalist.org/observations/49847294,https://static.inaturalist.org/photos/80470789/medium.jpeg,,"Tallassee, TN 37878, USA",35.60268231,-83.84422168,2122,,,,2122,,,FALSE,gps,gps,Blount,Tennessee,Speyeria diana,Diana Fritillary
49847740,f,2020-06-16,research,https://www.inaturalist.org/observations/49847740,https://static.inaturalist.org/photos/92422923/medium.jpg,,"Sequoyah State park, Hulbert, OK, US",35.89650833,-95.24160833,4,,,,4,,,FALSE,,,Cherokee,Oklahoma,Speyeria diana,Diana Fritillary
49888458,m,2020-06-16,research,https://www.inaturalist.org/observations/49888458,https://static.inaturalist.org/photos/79208224/medium.jpeg,,"Saline County, US-AR, US",34.638473,-92.8499779,,,,,,,,FALSE,,,Saline,Arkansas,Speyeria diana,Diana Fritillary
49940066,m,2020-06-16,research,https://www.inaturalist.org/observations/49940066,https://inaturalist-open-data.s3.amazonaws.com/photos/79292925/medium.jpeg,Looks like freshly emerged male,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
50061027,m,2020-06-18,research,https://www.inaturalist.org/observations/50061027,https://inaturalist-open-data.s3.amazonaws.com/photos/79490765/medium.jpg,,"Pisgah National Forest, Marshall, NC, US",35.90838333,-82.75997167,10,,,,10,,,FALSE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
50111802,m,2020-06-18,research,https://www.inaturalist.org/observations/50111802,https://inaturalist-open-data.s3.amazonaws.com/photos/79571501/medium.jpg,,"Madison County, NC, USA",35.92498754,-82.86574128,15,,,,15,,,FALSE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
50142213,m,2020-06-18,research,https://www.inaturalist.org/observations/50142213,https://inaturalist-open-data.s3.amazonaws.com/photos/79621689/medium.jpg,,"55th Ave N, Gruetli Laager, TN, US",35.40656304,-85.59352307,566,,,,566,,,FALSE,,,Grundy,Tennessee,Speyeria diana,Diana Fritillary
50174095,m,2020-06-19,research,https://www.inaturalist.org/observations/50174095,https://inaturalist-open-data.s3.amazonaws.com/photos/79672706/medium.jpeg,"Two males were chasing each other, settled in a sunny spot to warm themselves","Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
50219356,m,2020-06-17,research,https://www.inaturalist.org/observations/50219356,https://inaturalist-open-data.s3.amazonaws.com/photos/79746859/medium.jpg,,"Mentone, AL 35984, USA",34.42668219,-85.57734512,196,,,,196,,,FALSE,gps,gps,Cherokee,Alabama,Speyeria diana,Diana Fritillary
50283765,m,2020-06-20,research,https://www.inaturalist.org/observations/50283765,https://inaturalist-open-data.s3.amazonaws.com/photos/79845103/medium.jpeg,,"Wildwood, AL 36278, USA",33.4434448,-85.5799563,1810,,,,1810,,,FALSE,,,Randolph,Alabama,Speyeria diana,Diana Fritillary
50336294,f,2020-06-19,research,https://www.inaturalist.org/observations/50336294,https://inaturalist-open-data.s3.amazonaws.com/photos/79926634/medium.jpg,,"Hot Springs, NC 28743, USA",35.90069328,-82.82946327,244,,,,244,,,FALSE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
50336345,m,2020-06-20,research,https://www.inaturalist.org/observations/50336345,https://inaturalist-open-data.s3.amazonaws.com/photos/79926952/medium.jpg,,"Madison County, NC, USA",35.94655253,-82.87050836,61,,,,61,,,FALSE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
50365412,m,2020-06-20,research,https://www.inaturalist.org/observations/50365412,https://inaturalist-open-data.s3.amazonaws.com/photos/79975424/medium.jpg,,"McCreary County, KY, USA",36.767357,-84.52326361,31,,,,31,,,FALSE,,,McCreary,Kentucky,Speyeria diana,Diana Fritillary
50773012,m,2020-06-23,research,https://www.inaturalist.org/observations/50773012,https://inaturalist-open-data.s3.amazonaws.com/photos/80644152/medium.jpg,,"Clegg St, Walden, TN, US",35.15705,-85.30924167,10,,,,10,,,FALSE,,,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
50807105,m,2020-06-22,research,https://www.inaturalist.org/observations/50807105,https://inaturalist-open-data.s3.amazonaws.com/photos/80697682/medium.jpeg,,Sevierville,35.69424428,-83.64469779,178,,,,178,,,FALSE,,,Sevier,Tennessee,Speyeria diana,Diana Fritillary
50821949,m,2020-06-24,research,https://www.inaturalist.org/observations/50821949,https://static.inaturalist.org/photos/80719690/medium.jpeg,,"Gatlinburg, TN 37738, USA",35.69403056,-83.479825,,,,,,,,FALSE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
51140878,m,2020-06-25,research,https://www.inaturalist.org/observations/51140878,https://static.inaturalist.org/photos/81236368/medium.jpg,,"Tennessee, US",35.67406672,-83.49298775,17,,,,17,,,FALSE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
51192096,m,2020-06-23,research,https://www.inaturalist.org/observations/51192096,https://static.inaturalist.org/photos/81319455/medium.jpeg,,"Gatlinburg, TN 37738, USA",35.65340494,-83.57961439,263,,,,263,,,FALSE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
51272091,m,2020-06-28,research,https://www.inaturalist.org/observations/51272091,https://inaturalist-open-data.s3.amazonaws.com/photos/81447628/medium.jpeg,,Savage Gulf State Natural Area,35.45365868,-85.58366977,11252,,,,11252,,,FALSE,gps,gps,Grundy,Tennessee,Speyeria diana,Diana Fritillary
51384309,m,2020-06-29,research,https://www.inaturalist.org/observations/51384309,https://static.inaturalist.org/photos/81634315/medium.jpg,,"George Washington & Jefferson National Forests, Atkins, VA, US",36.90372187,-81.41488052,5,,,,5,,,FALSE,,,Smyth,Virginia,Speyeria diana,Diana Fritillary
51401923,m,2020-06-26,research,https://www.inaturalist.org/observations/51401923,https://static.inaturalist.org/photos/81663838/medium.jpeg,,"Tennessee, US",35.7622123,-83.47574095,16829,,,,28649,,obscured,TRUE,gps,gps,Sevier,Tennessee,Speyeria diana,Diana Fritillary
51573326,m,2010-06-19,research,https://www.inaturalist.org/observations/51573326,https://inaturalist-open-data.s3.amazonaws.com/photos/81950177/medium.jpg,,"Saline County, AR, USA",34.62025,-92.85154,10,,,,10,,,FALSE,,,Saline,Arkansas,Speyeria diana,Diana Fritillary
51705442,m,2020-07-02,research,https://www.inaturalist.org/observations/51705442,https://static.inaturalist.org/photos/82166778/medium.jpg,,"Prentice Cooper State Forest, Chattanooga, TN, US",35.16403846,-85.4167911,5,,,,5,,,FALSE,,,Marion,Tennessee,Speyeria diana,Diana Fritillary
51945449,f,2020-07-04,research,https://www.inaturalist.org/observations/51945449,https://inaturalist-open-data.s3.amazonaws.com/photos/82554502/medium.jpeg,,"Mountain Township, AR, USA",35.16756944,-93.66279167,,,,,,,,FALSE,gps,gps,Logan,Arkansas,Speyeria diana,Diana Fritillary
52258879,m,2020-07-07,research,https://www.inaturalist.org/observations/52258879,https://static.inaturalist.org/photos/83063445/medium.jpg,,"Cherokee National Forest, Erwin, TN, US",36.02117217,-82.516655,5,,,,5,,,FALSE,,,Unicoi,Tennessee,Speyeria diana,Diana Fritillary
52356865,m,2020-07-03,research,https://www.inaturalist.org/observations/52356865,https://inaturalist-open-data.s3.amazonaws.com/photos/83225767/medium.jpeg,Feeding on my sweat,"Park, VA, USA",36.90064382,-81.44764647,111,,,,111,,,FALSE,gps,gps,Smyth,Virginia,Speyeria diana,Diana Fritillary
52488914,f,2020-07-07,research,https://www.inaturalist.org/observations/52488914,https://inaturalist-open-data.s3.amazonaws.com/photos/83439489/medium.jpg,"Saw at least three females and two males, all quick fly-bys, this was the only one I managed to get a quick snap of!","North Carolina, US",35.99594994,-81.80055299,4,,,,28620,obscured,,TRUE,,,Burke,North Carolina,Speyeria diana,Diana Fritillary
52616682,m,2020-07-10,research,https://www.inaturalist.org/observations/52616682,https://static.inaturalist.org/photos/83652931/medium.jpeg,I didn't recognize this butterfly seen at the top of the ridge today.,"West Wytheville, VA 24382, USA",37.03038038,-81.14867169,66,,,,66,,,FALSE,gps,gps,Wythe,Virginia,Speyeria diana,Diana Fritillary
52721330,m,2020-07-11,research,https://www.inaturalist.org/observations/52721330,https://static.inaturalist.org/photos/92795075/medium.jpg,,"Lower Dotson Ridge Rd, Hico, WV, US",38.1352475,-80.9117883,22,,,,22,,,FALSE,,,Fayette,West Virginia,Speyeria diana,Diana Fritillary
52721424,m,2020-07-11,research,https://www.inaturalist.org/observations/52721424,https://inaturalist-open-data.s3.amazonaws.com/photos/83851627/medium.jpg,,"N-S Rd, Fort Gibson, OK, US",35.73773854,-95.14659357,5,,,,5,,,FALSE,,,Muskogee,Oklahoma,Speyeria diana,Diana Fritillary
52858647,m,2020-07-12,research,https://www.inaturalist.org/observations/52858647,https://static.inaturalist.org/photos/84047899/medium.jpg,,"Fall Creek Falls State Park, Pikeville, TN, US",35.66989661,-85.34045278,22,,,,22,,,FALSE,,,Van Buren,Tennessee,Speyeria diana,Diana Fritillary
53115016,m,2020-06-08,research,https://www.inaturalist.org/observations/53115016,https://static.inaturalist.org/photos/84463598/medium.jpeg,,"Latimer County, OK, USA",34.98325521,-95.35930043,48,,,,48,,,FALSE,,,Latimer,Oklahoma,Speyeria diana,Diana Fritillary
53267210,m,2009-06-20,research,https://www.inaturalist.org/observations/53267210,https://inaturalist-open-data.s3.amazonaws.com/photos/84712163/medium.jpeg,,"Marion County, TN, USA",35.14792597,-85.41370118,31,,,,31,,,FALSE,,,Marion,Tennessee,Speyeria diana,Diana Fritillary
53270272,m,2020-07-16,research,https://www.inaturalist.org/observations/53270272,https://static.inaturalist.org/photos/84717371/medium.jpeg,,"Partridge, KY 40862, USA",37.06175197,-82.844119,,,,,,,,FALSE,gps,gps,Letcher,Kentucky,Speyeria diana,Diana Fritillary
53523596,m,2020-07-04,research,https://www.inaturalist.org/observations/53523596,https://inaturalist-open-data.s3.amazonaws.com/photos/85133206/medium.jpg,,"Grundy County, TN, USA",35.43977,-85.54871,40,,,,40,,,FALSE,,,Grundy,Tennessee,Speyeria diana,Diana Fritillary
53745033,m,2020-07-11,research,https://www.inaturalist.org/observations/53745033,https://inaturalist-open-data.s3.amazonaws.com/photos/85492089/medium.jpg,,"Washington County, VA, USA",36.66265333,-81.70160167,5,,,,5,,,FALSE,,,Washington,Virginia,Speyeria diana,Diana Fritillary
53827533,m,2020-07-04,research,https://www.inaturalist.org/observations/53827533,https://inaturalist-open-data.s3.amazonaws.com/photos/85626014/medium.jpg,,"SR-399, Palmer, TN, US",35.434775,-85.54006167,43,,,,43,,,FALSE,,,Grundy,Tennessee,Speyeria diana,Diana Fritillary
53905850,m,2020-06-12,research,https://www.inaturalist.org/observations/53905850,https://inaturalist-open-data.s3.amazonaws.com/photos/85750689/medium.jpeg,,United States,34.84316126,-83.53505077,10,,,,28762,obscured,,TRUE,,,Rabun,Georgia,Speyeria diana,Diana Fritillary
53905851,m,2020-06-12,research,https://www.inaturalist.org/observations/53905851,https://inaturalist-open-data.s3.amazonaws.com/photos/85750684/medium.jpeg,,United States,34.94247772,-83.4589223,10,,,,28762,obscured,,TRUE,,,Rabun,Georgia,Speyeria diana,Diana Fritillary
53905852,m,2020-06-12,research,https://www.inaturalist.org/observations/53905852,https://inaturalist-open-data.s3.amazonaws.com/photos/85750592/medium.jpg,,United States,34.93277985,-83.58879954,10,,,,28762,obscured,,TRUE,,,Rabun,Georgia,Speyeria diana,Diana Fritillary
54213826,m,2020-07-24,research,https://www.inaturalist.org/observations/54213826,https://static.inaturalist.org/photos/86253292/medium.jpg,,"Cherokee National Forest, Elizabethton, TN, US",36.449355,-82.10896383,4,,,,4,,,FALSE,,,Sullivan,Tennessee,Speyeria diana,Diana Fritillary
54464335,m,2020-07-18,research,https://www.inaturalist.org/observations/54464335,https://inaturalist-open-data.s3.amazonaws.com/photos/86662399/medium.jpeg,,"US-276, Pisgah Forest, NC 28768, USA",35.3533203,-82.7786914,192,,,,192,,,FALSE,,,Transylvania,North Carolina,Speyeria diana,Diana Fritillary
54513153,m,2020-07-26,research,https://www.inaturalist.org/observations/54513153,https://inaturalist-open-data.s3.amazonaws.com/photos/86744310/medium.jpg,"Large Fritillary, dark brown with wide orange band with dark spots at wing margins.",10768 Loop Road,35.26891085,-85.17114468,352,,,,352,,,FALSE,gps,gps,Hamilton,Tennessee,Speyeria diana,Diana Fritillary
54525546,m,2020-07-26,research,https://www.inaturalist.org/observations/54525546,https://inaturalist-open-data.s3.amazonaws.com/photos/86763043/medium.jpeg,Male.,"McDowell County, NC, USA",35.74421407,-82.18874194,2,,,,2,,,FALSE,,,McDowell,North Carolina,Speyeria diana,Diana Fritillary
54790777,m,2020-07-26,research,https://www.inaturalist.org/observations/54790777,https://inaturalist-open-data.s3.amazonaws.com/photos/87202264/medium.jpeg,,"McDowell County, NC, USA",35.74411386,-82.18873628,3,,,,3,,,FALSE,,,McDowell,North Carolina,Speyeria diana,Diana Fritillary
55035753,m,2020-08-01,research,https://www.inaturalist.org/observations/55035753,https://static.inaturalist.org/photos/87608087/medium.jpg,,"Cherokee National Forest, Erwin, TN, US",36.0191305,-82.51615833,5,,,,5,,,FALSE,,,Unicoi,Tennessee,Speyeria diana,Diana Fritillary
55061347,m,2020-08-01,research,https://www.inaturalist.org/observations/55061347,https://inaturalist-open-data.s3.amazonaws.com/photos/87648952/medium.jpg,Nectaring on Echinacea purpurea. Male.,"2450 Middle Creek Rd., Otto, NC, US",35.0426305,-83.35769667,30,,,,30,,,FALSE,,,Macon,North Carolina,Speyeria diana,Diana Fritillary
55232343,f,2020-07-19,research,https://www.inaturalist.org/observations/55232343,https://static.inaturalist.org/photos/87933141/medium.jpg,First at BRDC,"George Washington & Jefferson National Forests, Troutdale, VA, US",36.67313815,-81.61044437,256,,,,256,,,FALSE,,,Smyth,Virginia,Speyeria diana,Diana Fritillary
55300876,f,2020-08-03,research,https://www.inaturalist.org/observations/55300876,https://static.inaturalist.org/photos/88048409/medium.jpg,,"Pleasant Grove Rd, Roland, AR, US",34.834555,-92.53730833,5,,,,5,,,FALSE,,,Pulaski,Arkansas,Speyeria diana,Diana Fritillary
55917180,m,2020-08-09,research,https://www.inaturalist.org/observations/55917180,https://inaturalist-open-data.s3.amazonaws.com/photos/89069209/medium.jpg,,"Pisgah National Forest, Arden, NC, US",35.46661667,-82.61403667,36,,,,36,,,FALSE,,,Buncombe,North Carolina,Speyeria diana,Diana Fritillary
56487820,f,2020-08-14,research,https://www.inaturalist.org/observations/56487820,https://inaturalist-open-data.s3.amazonaws.com/photos/90025131/medium.jpeg,,"Mountain Township, AR, USA",35.17430556,-93.61886667,,,,,,,,FALSE,gps,gps,Logan,Arkansas,Speyeria diana,Diana Fritillary
56696525,m,2020-08-16,research,https://www.inaturalist.org/observations/56696525,https://static.inaturalist.org/photos/90367525/medium.jpg,,"Upper Hominy, NC, USA",35.434429,-82.730259,,,,,,,,FALSE,gps,gps,Henderson,North Carolina,Speyeria diana,Diana Fritillary
56913503,m,2015-06-22,research,https://www.inaturalist.org/observations/56913503,https://inaturalist-open-data.s3.amazonaws.com/photos/90734670/medium.jpg,On coneflower,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
56978906,m,2020-08-19,research,https://www.inaturalist.org/observations/56978906,https://inaturalist-open-data.s3.amazonaws.com/photos/90844985/medium.jpeg,,"Divide Road, Scott County, TN, USA",36.601111,-84.731111,,,,,,,,FALSE,,,Scott,Tennessee,Speyeria diana,Diana Fritillary
57071366,m,2016-06-14,research,https://www.inaturalist.org/observations/57071366,https://inaturalist-open-data.s3.amazonaws.com/photos/91002748/medium.jpg,Male on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57092247,f,2016-09-15,research,https://www.inaturalist.org/observations/57092247,https://inaturalist-open-data.s3.amazonaws.com/photos/91039477/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57095673,m,2017-06-19,research,https://www.inaturalist.org/observations/57095673,https://inaturalist-open-data.s3.amazonaws.com/photos/91045325/medium.jpeg,Male on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57095846,m,2017-06-21,research,https://www.inaturalist.org/observations/57095846,https://inaturalist-open-data.s3.amazonaws.com/photos/91045759/medium.jpg,Male on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57095923,f,2017-06-21,research,https://www.inaturalist.org/observations/57095923,https://inaturalist-open-data.s3.amazonaws.com/photos/91045884/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57125084,f,2020-08-19,research,https://www.inaturalist.org/observations/57125084,https://inaturalist-open-data.s3.amazonaws.com/photos/91093974/medium.jpeg,,"Bismarck Township, AR, USA",34.37144167,-93.14241389,,,,,,,,FALSE,,,Hot Spring,Arkansas,Speyeria diana,Diana Fritillary
57191449,f,2017-07-20,research,https://www.inaturalist.org/observations/57191449,https://inaturalist-open-data.s3.amazonaws.com/photos/91205246/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57303785,f,2017-09-20,research,https://www.inaturalist.org/observations/57303785,https://inaturalist-open-data.s3.amazonaws.com/photos/91392412/medium.jpeg,Female,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57304982,m,2018-06-14,research,https://www.inaturalist.org/observations/57304982,https://inaturalist-open-data.s3.amazonaws.com/photos/91394362/medium.jpeg,On buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57305133,f,2018-06-16,research,https://www.inaturalist.org/observations/57305133,https://inaturalist-open-data.s3.amazonaws.com/photos/91394542/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57305197,m,2018-06-14,research,https://www.inaturalist.org/observations/57305197,https://inaturalist-open-data.s3.amazonaws.com/photos/91394712/medium.jpeg,On buddleia and sunning on fence,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57517894,f,2018-08-20,research,https://www.inaturalist.org/observations/57517894,https://inaturalist-open-data.s3.amazonaws.com/photos/91753321/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57517994,f,2018-08-23,research,https://www.inaturalist.org/observations/57517994,https://inaturalist-open-data.s3.amazonaws.com/photos/91753563/medium.jpeg,Female on Joe Pye Weed,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
57880602,m,2020-08-28,research,https://www.inaturalist.org/observations/57880602,https://static.inaturalist.org/photos/92362261/medium.jpg,,"Georgia, US",34.74286257,-83.60579852,40,,,,28790,obscured,,TRUE,,,White,Georgia,Speyeria diana,Diana Fritillary
57886949,m,2020-08-28,research,https://www.inaturalist.org/observations/57886949,https://static.inaturalist.org/photos/92373459/medium.jpeg,,"Georgia, US",34.73837666,-83.70475838,,,,,28790,obscured,,TRUE,,,White,Georgia,Speyeria diana,Diana Fritillary
57886970,f,2020-08-28,research,https://www.inaturalist.org/observations/57886970,https://static.inaturalist.org/photos/92373516/medium.jpeg,,"Helen, GA 30545, USA",34.760662,-83.77793597,,,,,,,,FALSE,gps,gps,White,Georgia,Speyeria diana,Diana Fritillary
57910480,m,2020-08-22,research,https://www.inaturalist.org/observations/57910480,https://static.inaturalist.org/photos/92414008/medium.jpg,,"Tennessee, Appalachian National Scenic Trail, US",35.57753665,-83.74326371,10,,,,28677,,obscured,TRUE,,,Blount,Tennessee,Speyeria diana,Diana Fritillary
57925788,f,2020-08-29,research,https://www.inaturalist.org/observations/57925788,https://inaturalist-open-data.s3.amazonaws.com/photos/92439509/medium.jpg,Female nectaring on Joe Pye Weed.,"Nantahala National Forest, Otto, NC, US",35.04248883,-83.357895,165,,,,165,,,FALSE,,,Macon,North Carolina,Speyeria diana,Diana Fritillary
58315339,f,2020-08-26,research,https://www.inaturalist.org/observations/58315339,https://inaturalist-open-data.s3.amazonaws.com/photos/93092245/medium.jpeg,Female on buddleia,"Cosby, TN 37722, USA",35.78887011,-83.2221289,88,,,,88,,,FALSE,gps,gps,Cocke,Tennessee,Speyeria diana,Diana Fritillary
58697037,f,2020-09-05,research,https://www.inaturalist.org/observations/58697037,https://inaturalist-open-data.s3.amazonaws.com/photos/93731015/medium.jpg,,"Hot Springs, NC 28743, USA",35.90061417,-82.82862282,244,,,,244,,,FALSE,,,Madison,North Carolina,Speyeria diana,Diana Fritillary
