state,name,area_2010_square_miles,area_2010_square_km
Washington,Pend Oreille,1399.99,3625.9741
Washington,Pierce,1669.51,4324.0309
Washington,San Juan,173.92,450.4528
Washington,Skagit,1731.2,4483.808
Washington,Skamania,1655.68,4288.2112
Washington,Snohomish,2087.27,5406.0293
Washington,Spokane,1763.79,4568.2161
Washington,Stevens,2477.77,6417.4243
Washington,Thurston,721.96,1869.8764
Washington,Wahkiakum,263.38,682.1542
Washington,Walla Walla,1270.13,3289.6367
Washington,Whatcom,2106.86,5456.7674
Washington,Whitman,2159.09,5592.0431
Washington,Yakima,4295.4,11125.086
West Virginia,Barbour,341.06,883.3454
West Virginia,Berkeley,321.14,831.7526
West Virginia,Boone,501.54,1298.9886
West Virginia,Braxton,510.81,1322.9979
West Virginia,Brooke,89.21,231.0539
West Virginia,Cabell,281.02,727.8418
West Virginia,Calhoun,279.25,723.2575
West Virginia,Clay,341.9,885.521
West Virginia,Doddridge,319.72,828.0748
West Virginia,Fayette,661.55,1713.4145
West Virginia,Gilmer,338.5,876.715
West Virginia,Grant,477.37,1236.3883
West Virginia,Greenbrier,1019.57,2640.6863
West Virginia,Hampshire,640.25,1658.2475
West Virginia,Hancock,82.61,213.9599
West Virginia,Hardy,582.31,1508.1829
West Virginia,Harrison,416.01,1077.4659
West Virginia,Jackson,464.35,1202.6665
West Virginia,Jefferson,209.64,542.9676
West Virginia,Kanawha,901.59,2335.1181
West Virginia,Lewis,384.9,996.891
West Virginia,Lincoln,437.04,1131.9336
West Virginia,Logan,453.74,1175.1866
West Virginia,McDowell,533.46,1381.6614
West Virginia,Marion,308.74,799.6366
West Virginia,Marshall,305.43,791.0637
West Virginia,Mason,430.75,1115.6425
West Virginia,Mercer,418.99,1085.1841
West Virginia,Mineral,327.83,849.0797
West Virginia,Mingo,423.11,1095.8549
West Virginia,Monongalia,360.06,932.5554
West Virginia,Monroe,472.75,1224.4225
West Virginia,Morgan,229.07,593.2913
West Virginia,Nicholas,646.82,1675.2638
West Virginia,Ohio,105.82,274.0738
West Virginia,Pendleton,696.05,1802.7695
West Virginia,Pleasants,130.1,336.959
West Virginia,Pocahontas,940.28,2435.3252
West Virginia,Preston,648.81,1680.4179
West Virginia,Putnam,345.67,895.2853
West Virginia,Raleigh,605.35,1567.8565
West Virginia,Randolph,1039.68,2692.7712
West Virginia,Ritchie,451.99,1170.6541
West Virginia,Roane,483.56,1252.4204
West Virginia,Summers,360.46,933.5914
West Virginia,Taylor,172.77,447.4743
West Virginia,Tucker,418.92,1085.0028
West Virginia,Tyler,256.29,663.7911
West Virginia,Upshur,354.64,918.5176
West Virginia,Wayne,505.98,1310.4882
West Virginia,Webster,553.47,1433.4873
West Virginia,Wetzel,358.06,927.3754
West Virginia,Wirt,232.51,602.2009
West Virginia,Wood,366.26,948.6134
West Virginia,Wyoming,499.45,1293.5755
Wisconsin,Adams,645.65,1672.2335
Wisconsin,Ashland,1045.04,2706.6536
Wisconsin,Barron,862.71,2234.4189
Wisconsin,Bayfield,1477.86,3827.6574
Wisconsin,Brown,529.71,1371.9489
Wisconsin,Buffalo,671.64,1739.5476
Wisconsin,Burnett,821.85,2128.5915
Wisconsin,Calumet,318.24,824.2416
Wisconsin,Chippewa,1008.37,2611.6783
Wisconsin,Clark,1209.82,3133.4338
Wisconsin,Columbia,765.53,1982.7227
Wisconsin,Crawford,570.66,1478.0094
Wisconsin,Dane,1197.24,3100.8516
Wisconsin,Dodge,875.63,2267.8817
Wisconsin,Door,481.98,1248.3282
Wisconsin,Douglas,1304.14,3377.7226
Wisconsin,Dunn,850.11,2201.7849
Wisconsin,Eau Claire,637.98,1652.3682
Wisconsin,Florence,488.2,1264.438
Wisconsin,Fond du Lac,719.55,1863.6345
Wisconsin,Forest,1014.07,2626.4413
Wisconsin,Grant,1146.85,2970.3415
Wisconsin,Green,583.96,1512.4564
Wisconsin,Green Lake,349.44,905.0496
Wisconsin,Iowa,762.58,1975.0822
Wisconsin,Iron,758.17,1963.6603
Wisconsin,Jackson,987.72,2558.1948
Wisconsin,Jefferson,556.47,1441.2573
Wisconsin,Juneau,766.93,1986.3487
Wisconsin,Kenosha,271.99,704.4541
Wisconsin,Kewaunee,342.52,887.1268
Wisconsin,La Crosse,451.69,1169.8771
Wisconsin,Lafayette,633.59,1640.9981
Wisconsin,Langlade,870.64,2254.9576
Wisconsin,Lincoln,878.97,2276.5323
Wisconsin,Manitowoc,589.08,1525.7172
Wisconsin,Marathon,1544.98,4001.4982
Wisconsin,Marinette,1399.35,3624.3165
Wisconsin,Marquette,455.6,1180.004
Wisconsin,Menominee,357.61,926.2099
Wisconsin,Milwaukee,241.4,625.226
Wisconsin,Monroe,900.78,2333.0202
Wisconsin,Oconto,997.99,2584.7941
Wisconsin,Oneida,1112.97,2882.5923
Wisconsin,Outagamie,637.52,1651.1768
Wisconsin,Ozaukee,233.08,603.6772
Wisconsin,Pepin,231.98,600.8282
Wisconsin,Pierce,573.75,1486.0125
Wisconsin,Polk,913.96,2367.1564
Wisconsin,Portage,800.68,2073.7612
Wisconsin,Price,1254.38,3248.8442
Wisconsin,Racine,332.5,861.175
Wisconsin,Richland,586.15,1518.1285
Wisconsin,Rock,718.14,1859.9826
Wisconsin,Rusk,913.59,2366.1981
Wisconsin,St. Croix,722.33,1870.8347
Wisconsin,Sauk,830.9,2152.031
Wisconsin,Sawyer,1257.31,3256.4329
Wisconsin,Shawano,893.06,2313.0254
Wisconsin,Sheboygan,511.27,1324.1893
Wisconsin,Taylor,974.88,2524.9392
Wisconsin,Trempealeau,732.97,1898.3923
Wisconsin,Vernon,791.58,2050.1922
Wisconsin,Vilas,856.6,2218.594
Wisconsin,Walworth,555.13,1437.7867
Wisconsin,Washburn,797.11,2064.5149
Wisconsin,Washington,430.7,1115.513
Wisconsin,Waukesha,549.57,1423.3863
Wisconsin,Waupaca,747.71,1936.5689
Wisconsin,Waushara,626.15,1621.7285
Wisconsin,Winnebago,434.49,1125.3291
Wisconsin,Wood,793.12,2054.1808
Wyoming,Albany,4273.84,11069.2456
Wyoming,Big Horn,3137.1,8125.089
Wyoming,Campbell,4802.71,12439.0189
Wyoming,Carbon,7897.58,20454.7322
Wyoming,Converse,4254.88,11020.1392
Wyoming,Crook,2854.41,7392.9219
Wyoming,Fremont,9183.81,23786.0679
Wyoming,Goshen,2225.39,5763.7601
Wyoming,Hot Springs,2004.09,5190.5931
Wyoming,Johnson,4154.15,10759.2485
Wyoming,Laramie,2685.91,6956.5069
Wyoming,Lincoln,4076.13,10557.1767
Wyoming,Natrona,5340.35,13831.5065
Wyoming,Niobrara,2626.04,6801.4436
Wyoming,Park,6942.08,17979.9872
Wyoming,Platte,2084.21,5398.1039
Wyoming,Sheridan,2523.99,6537.1341
Wyoming,Sublette,4886.54,12656.1386
Wyoming,Sweetwater,10426.65,27005.0235
Wyoming,Teton,3995.38,10348.0342
Wyoming,Uinta,2081.26,5390.4634
Wyoming,Washakie,2238.55,5797.8445
Wyoming,Weston,2398.09,6211.0531
