state,name,area_2010_square_miles,area_2010_square_km
Alabama,Autauga,594.44,1539.5996
Alabama,Baldwin,1589.78,4117.5302
Alabama,Barbour,884.88,2291.8392
Alabama,Bibb,622.58,1612.4822
Alabama,Blount,644.78,1669.9802
Alabama,Bullock,622.81,1613.0779
Alabama,Butler,776.83,2011.9897
Alabama,Calhoun,605.87,1569.2033
Alabama,Chambers,596.53,1545.0127
Alabama,Cherokee,553.7,1434.083
Alabama,Chilton,692.85,1794.4815
Alabama,Choctaw,913.5,2365.965
Alabama,Clarke,1238.47,3207.6373
Alabama,Clay,603.96,1564.2564
Alabama,Cleburne,560.1,1450.659
Alabama,Coffee,678.97,1758.5323
Alabama,Colbert,592.62,1534.8858
Alabama,Conecuh,850.16,2201.9144
Alabama,Coosa,650.93,1685.9087
Alabama,Covington,1030.46,2668.8914
Alabama,Crenshaw,608.84,1576.8956
Alabama,Cullman,734.84,1903.2356
Alabama,Dale,561.15,1453.3785
Alabama,Dallas,978.7,2534.833
Alabama,DeKalb,777.09,2012.6631
Alabama,Elmore,618.49,1601.8891
Alabama,Escambia,945.08,2447.7572
Alabama,Etowah,534.99,1385.6241
Alabama,Fayette,627.66,1625.6394
Alabama,Franklin,633.82,1641.5938
Alabama,Geneva,574.41,1487.7219
Alabama,Greene,647.11,1676.0149
Alabama,Hale,643.94,1667.8046
Alabama,Henry,561.75,1454.9325
Alabama,Houston,579.82,1501.7338
Alabama,Jackson,1077.87,2791.6833
Alabama,Jefferson,1111.28,2878.2152
Alabama,Lamar,604.85,1566.5615
Alabama,Lauderdale,667.7,1729.343
Alabama,Lawrence,690.68,1788.8612
Alabama,Lee,607.54,1573.5286
Alabama,Limestone,559.94,1450.2446
Alabama,Lowndes,715.91,1854.2069
Alabama,Macon,608.89,1577.0251
Alabama,Madison,801.59,2076.1181
Alabama,Marengo,976.88,2530.1192
Alabama,Marion,742.29,1922.5311
Alabama,Marshall,565.84,1465.5256
Alabama,Mobile,1229.44,3184.2496
Alabama,Monroe,1025.68,2656.5112
Alabama,Montgomery,784.25,2031.2075
Alabama,Morgan,579.34,1500.4906
Alabama,Perry,719.66,1863.9194
Alabama,Pickens,881.41,2282.8519
Alabama,Pike,672.09,1740.7131
Alabama,Randolph,580.55,1503.6245
Alabama,Russell,641.14,1660.5526
Alabama,St. Clair,631.9,1636.621
Alabama,Shelby,784.93,2032.9687
Alabama,Sumter,903.89,2341.0751
Alabama,Talladega,736.78,1908.2602
Alabama,Tallapoosa,716.52,1855.7868
Alabama,Tuscaloosa,1321.76,3423.3584
Alabama,Walker,791.19,2049.1821
Alabama,Washington,1080.21,2797.7439
Alabama,Wilcox,888.5,2301.215
Alabama,Winston,612.98,1587.6182
Alaska,Aleutians East Borough,6981.94,18083.2246
Alaska,Aleutians West Census Area,4390.28,11370.8252
Alaska,Anchorage Municipality,1704.68,4415.1212
Alaska,Bethel Census Area,40570,105076.3
Alaska,Bristol Bay Borough,503.84,1304.9456
Alaska,Denali Borough,12751.41,33026.1519
Alaska,Dillingham Census Area,18568.78,48093.1402
Alaska,Fairbanks North Star Borough,7338.21,19005.9639
Alaska,Haines Borough,2318.6,6005.174
Alaska,Hoonah Angoon Census Area,7524.92,19489.5428
Alaska,Juneau City and Borough,2701.93,6997.9987
Alaska,Kenai Peninsula Borough,16075.33,41635.1047
Alaska,Ketchikan Gateway Borough,4858.41,12583.2819
Alaska,Kodiak Island Borough,6549.58,16963.4122
Alaska,Kusilvak Census Area,17081.43,44240.9037
Alaska,Lake and Peninsula Borough,23652.01,61258.7059
Alaska,Matanuska-Susitna Borough,24607.9,63734.461
Alaska,Nome Census Area,22961.76,59470.9584
Alaska,North Slope Borough,88695.41,229721.1119
Alaska,Northwest Arctic Borough,35572.58,92132.9822
Alaska,Petersburg Borough,3281.98,8500.3282
Alaska,Prince of Wales-Hyder Census Area,3922.87,10160.2333
Alaska,Sitka City and Borough,2870.34,7434.1806
Alaska,Skagway,452.33,1171.5347
Alaska,Southeast Fairbanks Census Area,24768.81,64151.2179
Alaska,Valdez-Cordova Census Area,34239.88,88681.2892
Alaska,Wrangell,2541.48,6582.4332
Alaska,Yakutat City and Borough,7649.46,19812.1014
Alaska,Yukon-Koyukuk Census Area,145504.79,376857.4061
Arizona,Apache,11197.52,29001.5768
Arizona,Cochise,6165.69,15969.1371
Arizona,Coconino,18618.89,48222.9251
Arizona,Gila,4757.93,12323.0387
Arizona,Graham,4622.6,11972.534
Arizona,Greenlee,1843.13,4773.7067
Arizona,La Paz,4499.63,11654.0417
Arizona,Maricopa,9200.14,23828.3626
Arizona,Mohave,13311.08,34475.6972
Arizona,Navajo,9950.42,25771.5878
Arizona,Pima,9187.04,23794.4336
Arizona,Pinal,5365.61,13896.9299
Arizona,Santa Cruz,1236.92,3203.6228
Arizona,Yavapai,8123.5,21039.865
Arizona,Yuma,5513.99,14281.2341
Arkansas,Arkansas,988.77,2560.9143
Arkansas,Ashley,925.35,2396.6565
Arkansas,Baxter,554.28,1435.5852
Arkansas,Benton,847.36,2194.6624
Arkansas,Boone,590.23,1528.6957
Arkansas,Bradley,649.23,1681.5057
Arkansas,Calhoun,628.58,1628.0222
Arkansas,Carroll,630.09,1631.9331
Arkansas,Chicot,644.3,1668.737
Arkansas,Clark,866.07,2243.1213
Arkansas,Clay,639.47,1656.2273
Arkansas,Cleburne,553.69,1434.0571
Arkansas,Cleveland,597.78,1548.2502
Arkansas,Columbia,766.05,1984.0695
Arkansas,Conway,552.25,1430.3275
Arkansas,Craighead,707.21,1831.6739
Arkansas,Crawford,593.09,1536.1031
Arkansas,Crittenden,609.76,1579.2784
Arkansas,Cross,616.38,1596.4242
Arkansas,Dallas,667.39,1728.5401
Arkansas,Desha,768.15,1989.5085
Arkansas,Drew,828.36,2145.4524
Arkansas,Faulkner,647.88,1678.0092
Arkansas,Franklin,608.86,1576.9474
Arkansas,Fulton,618.19,1601.1121
Arkansas,Garland,677.78,1755.4502
Arkansas,Grant,631.81,1636.3879
Arkansas,Greene,577.7,1496.243
Arkansas,Hempstead,727.52,1884.2768
Arkansas,Hot Spring,615.2,1593.368
Arkansas,Howard,588.55,1524.3445
Arkansas,Independence,763.95,1978.6305
Arkansas,Izard,580.58,1503.7022
Arkansas,Jackson,633.94,1641.9046
Arkansas,Jefferson,870.75,2255.2425
Arkansas,Johnson,659.8,1708.882
Arkansas,Lafayette,528.27,1368.2193
Arkansas,Lawrence,587.61,1521.9099
Arkansas,Lee,602.62,1560.7858
Arkansas,Lincoln,561.52,1454.3368
Arkansas,Little River,532.25,1378.5275
Arkansas,Logan,708.13,1834.0567
Arkansas,Lonoke,770.73,1996.1907
Arkansas,Madison,834.26,2160.7334
Arkansas,Marion,597.01,1546.2559
Arkansas,Miller,625.58,1620.2522
Arkansas,Mississippi,900.57,2332.4763
Arkansas,Monroe,607.12,1572.4408
Arkansas,Montgomery,779.88,2019.8892
Arkansas,Nevada,617.84,1600.2056
Arkansas,Newton,820.9,2126.131
Arkansas,Ouachita,732.78,1897.9002
Arkansas,Perry,551.4,1428.126
Arkansas,Phillips,695.66,1801.7594
Arkansas,Pike,600.62,1555.6058
Arkansas,Poinsett,758.39,1964.2301
Arkansas,Polk,857.68,2221.3912
Arkansas,Pope,812.55,2104.5045
Arkansas,Prairie,647.96,1678.2164
Arkansas,Pulaski,759.76,1967.7784
Arkansas,Randolph,652.19,1689.1721
Arkansas,St. Francis,634.77,1644.0543
Arkansas,Saline,723.6,1874.124
Arkansas,Scott,892.32,2311.1088
Arkansas,Searcy,666.1,1725.199
Arkansas,Sebastian,531.91,1377.6469
Arkansas,Sevier,565.13,1463.6867
Arkansas,Sharp,604.44,1565.4996
Arkansas,Stone,606.41,1570.6019
Arkansas,Union,1039.21,2691.5539
Arkansas,Van Buren,708.14,1834.0826
Arkansas,Washington,941.97,2439.7023
Arkansas,White,1035.08,2680.8572
Arkansas,Woodruff,586.79,1519.7861
Arkansas,Yell,929.98,2408.6482
California,Alameda,739.02,1914.0618
California,Alpine,738.33,1912.2747
California,Amador,594.58,1539.9622
California,Butte,1636.46,4238.4314
California,Calaveras,1020.01,2641.8259
California,Colusa,1150.73,2980.3907
California,Contra Costa,715.94,1854.2846
California,Del Norte,1006.37,2606.4983
California,El Dorado,1707.88,4423.4092
California,Fresno,5957.99,15431.1941
California,Glenn,1313.95,3403.1305
California,Humboldt,3567.99,9241.0941
California,Imperial,4176.6,10817.394
California,Inyo,10180.88,26368.4792
California,Kern,8131.92,21061.6728
California,Kings,1389.42,3598.5978
California,Lake,1256.46,3254.2314
California,Lassen,4541.18,11761.6562
California,Los Angeles,4057.88,10509.9092
California,Madera,2137.07,5535.0113
California,Marin,520.31,1347.6029
California,Mariposa,1448.82,3752.4438
California,Mendocino,3506.34,9081.4206
California,Merced,1934.97,5011.5723
California,Modoc,3917.77,10147.0243
California,Mono,3048.98,7896.8582
California,Monterey,3280.6,8496.754
California,Napa,748.36,1938.2524
California,Nevada,957.77,2480.6243
California,Orange,790.57,2047.5763
California,Placer,1407.01,3644.1559
California,Plumas,2553.04,6612.3736
California,Riverside,7206.48,18664.7832
California,Sacramento,964.64,2498.4176
California,San Benito,1388.71,3596.7589
California,San Bernardino,20056.94,51947.4746
California,San Diego,4206.63,10895.1717
California,San Francisco,46.87,121.3933
California,San Joaquin,1391.32,3603.5188
California,San Luis Obispo,3298.57,8543.2963
California,San Mateo,448.41,1161.3819
California,Santa Barbara,2735.09,7083.8831
California,Santa Clara,1290.1,3341.359
California,Santa Cruz,445.17,1152.9903
California,Shasta,3775.4,9778.286
California,Sierra,953.21,2468.8139
California,Siskiyou,6277.89,16259.7351
California,Solano,821.77,2128.3843
California,Sonoma,1575.85,4081.4515
California,Stanislaus,1494.83,3871.6097
California,Sutter,602.41,1560.2419
California,Tehama,2949.71,7639.7489
California,Trinity,3179.25,8234.2575
California,Tulare,4824.22,12494.7298
California,Tuolumne,2220.88,5752.0792
California,Ventura,1843.13,4773.7067
California,Yolo,1014.69,2628.0471
California,Yuba,631.84,1636.4656
Colorado,Adams,1167.65,3024.2135
Colorado,Alamosa,722.64,1871.6376
Colorado,Arapahoe,798.1,2067.079
Colorado,Archuleta,1350.18,3496.9662
Colorado,Baca,2554.97,6617.3723
Colorado,Bent,1512.86,3918.3074
Colorado,Boulder,726.29,1881.0911
Colorado,Broomfield,33.03,85.5477
Colorado,Chaffee,1013.4,2624.706
Colorado,Cheyenne,1778.28,4605.7452
Colorado,Clear Creek,395.23,1023.6457
Colorado,Conejos,1287.39,3334.3401
Colorado,Costilla,1226.95,3177.8005
Colorado,Crowley,787.42,2039.4178
Colorado,Custer,738.63,1913.0517
Colorado,Delta,1142.05,2957.9095
Colorado,Denver,153,396.27
Colorado,Dolores,1067.05,2763.6595
Colorado,Douglas,840.25,2176.2475
Colorado,Eagle,1684.53,4362.9327
Colorado,Elbert,1850.85,4793.7015
Colorado,El Paso,2126.8,5508.412
Colorado,Fremont,1533.07,3970.6513
Colorado,Garfield,2947.56,7634.1804
Colorado,Gilpin,149.9,388.241
Colorado,Grand,1846.33,4781.9947
Colorado,Gunnison,3239.1,8389.269
Colorado,Hinsdale,1117.25,2893.6775
Colorado,Huerfano,1591,4120.69
Colorado,Jackson,1613.72,4179.5348
Colorado,Jefferson,764.21,1979.3039
Colorado,Kiowa,1767.77,4578.5243
Colorado,Kit Carson,2160.82,5596.5238
Colorado,Lake,376.91,976.1969
Colorado,La Plata,1692.08,4382.4872
Colorado,Larimer,2596,6723.64
Colorado,Las Animas,4772.67,12361.2153
Colorado,Lincoln,2577.63,6676.0617
Colorado,Logan,1838.55,4761.8445
Colorado,Mesa,3328.97,8622.0323
Colorado,Mineral,875.67,2267.9853
Colorado,Moffat,4743.29,12285.1211
Colorado,Montezuma,2029.53,5256.4827
Colorado,Montrose,2240.7,5803.413
Colorado,Morgan,1280.43,3316.3137
Colorado,Otero,1261.96,3268.4764
Colorado,Ouray,541.59,1402.7181
Colorado,Park,2193.85,5682.0715
Colorado,Phillips,687.93,1781.7387
Colorado,Pitkin,970.7,2514.113
Colorado,Prowers,1638.4,4243.456
Colorado,Pueblo,2386.1,6179.999
Colorado,Rio Blanco,3220.93,8342.2087
Colorado,Rio Grande,911.96,2361.9764
Colorado,Routt,2362.03,6117.6577
Colorado,Saguache,3168.53,8206.4927
Colorado,San Juan,387.49,1003.5991
Colorado,San Miguel,1286.61,3332.3199
Colorado,Sedgwick,548.04,1419.4236
Colorado,Summit,608.36,1575.6524
Colorado,Teller,557.06,1442.7854
Colorado,Washington,2518.03,6521.6977
Colorado,Weld,3987.24,10326.9516
Colorado,Yuma,2364.41,6123.8219
Connecticut,Fairfield,624.89,1618.4651
Connecticut,Hartford,735.1,1903.909
Connecticut,Litchfield,920.56,2384.2504
Connecticut,Middlesex,369.3,956.487
Connecticut,New Haven,604.51,1565.6809
Connecticut,New London,664.88,1722.0392
Connecticut,Tolland,410.21,1062.4439
Connecticut,Windham,512.91,1328.4369
Delaware,Kent,586.18,1518.2062
Delaware,New Castle,426.29,1104.0911
Delaware,Sussex,936.08,2424.4472
District of Columbia,District of Columbia,61.05,158.1195
Florida,Alachua,875.02,2266.3018
Florida,Baker,585.23,1515.7457
Florida,Bay,758.46,1964.4114
Florida,Bradford,293.96,761.3564
Florida,Brevard,1015.66,2630.5594
Florida,Broward,1209.79,3133.3561
Florida,Calhoun,567.33,1469.3847
Florida,Charlotte,680.28,1761.9252
Florida,Citrus,581.7,1506.603
Florida,Clay,604.36,1565.2924
Florida,Collier,1998.32,5175.6488
Florida,Columbia,797.57,2065.7063
Florida,DeSoto,637.06,1649.9854
Florida,Dixie,705.05,1826.0795
Florida,Duval,762.19,1974.0721
Florida,Escambia,656.46,1700.2314
Florida,Flagler,485.46,1257.3414
Florida,Franklin,534.73,1384.9507
Florida,Gadsden,516.33,1337.2947
Florida,Gilchrist,349.68,905.6712
Florida,Glades,806.01,2087.5659
Florida,Gulf,564.01,1460.7859
Florida,Hamilton,513.79,1330.7161
Florida,Hardee,637.78,1651.8502
Florida,Hendry,1152.75,2985.6225
Florida,Hernando,472.54,1223.8786
Florida,Highlands,1016.62,2633.0458
Florida,Hillsborough,1020.21,2642.3439
Florida,Holmes,478.78,1240.0402
Florida,Indian River,502.87,1302.4333
Florida,Jackson,917.76,2376.9984
Florida,Jefferson,598.1,1549.079
Florida,Lafayette,543.41,1407.4319
Florida,Lake,938.38,2430.4042
Florida,Lee,784.51,2031.8809
Florida,Leon,666.85,1727.1415
Florida,Levy,1118.21,2896.1639
Florida,Liberty,835.56,2164.1004
Florida,Madison,695.95,1802.5105
Florida,Manatee,742.93,1924.1887
Florida,Marion,1584.55,4103.9845
Florida,Martin,543.46,1407.5614
Florida,Miami-Dade,1897.72,4915.0948
Florida,Monroe,983.28,2546.6952
Florida,Nassau,648.64,1679.9776
Florida,Okaloosa,930.25,2409.3475
Florida,Okeechobee,768.91,1991.4769
Florida,Orange,903.43,2339.8837
Florida,Osceola,1327.45,3438.0955
Florida,Palm Beach,1969.76,5101.6784
Florida,Pasco,746.89,1934.4451
Florida,Pinellas,273.8,709.142
Florida,Polk,1797.84,4656.4056
Florida,Putnam,727.62,1884.5358
Florida,St. Johns,600.66,1555.7094
Florida,St. Lucie,571.93,1481.2987
Florida,Santa Rosa,1011.61,2620.0699
Florida,Sarasota,555.87,1439.7033
Florida,Seminole,309.22,800.8798
Florida,Sumter,546.93,1416.5487
Florida,Suwannee,688.55,1783.3445
Florida,Taylor,1043.31,2702.1729
Florida,Union,243.56,630.8204
Florida,Volusia,1101.03,2851.6677
Florida,Wakulla,606.42,1570.6278
Florida,Walton,1037.63,2687.4617
Florida,Washington,582.8,1509.452
Georgia,Appling,507.08,1313.3372
Georgia,Atkinson,339.38,878.9942
Georgia,Bacon,258.58,669.7222
Georgia,Baker,341.94,885.6246
Georgia,Baldwin,257.84,667.8056
Georgia,Banks,232.09,601.1131
Georgia,Barrow,160.31,415.2029
Georgia,Bartow,459.54,1190.2086
Georgia,Ben Hill,250.12,647.8108
Georgia,Berrien,451.9,1170.421
Georgia,Bibb,249.76,646.8784
Georgia,Bleckley,215.87,559.1033
Georgia,Brantley,442.36,1145.7124
Georgia,Brooks,493.05,1276.9995
Georgia,Bryan,435.97,1129.1623
Georgia,Bulloch,672.81,1742.5779
Georgia,Burke,826.97,2141.8523
Georgia,Butts,184.39,477.5701
Georgia,Calhoun,280.37,726.1583
Georgia,Camden,613.03,1587.7477
Georgia,Candler,243.04,629.4736
Georgia,Carroll,499.08,1292.6172
Georgia,Catoosa,162.16,419.9944
Georgia,Charlton,773.58,2003.5722
Georgia,Chatham,426.44,1104.4796
Georgia,Chattahoochee,248.74,644.2366
Georgia,Chattooga,313.34,811.5506
Georgia,Cherokee,421.67,1092.1253
Georgia,Clarke,119.2,308.728
Georgia,Clay,195.38,506.0342
Georgia,Clayton,141.57,366.6663
Georgia,Clinch,800.22,2072.5698
Georgia,Cobb,339.55,879.4345
Georgia,Coffee,575.1,1489.509
Georgia,Colquitt,544.15,1409.3485
Georgia,Columbia,290.09,751.3331
Georgia,Cook,227.16,588.3444
Georgia,Coweta,440.89,1141.9051
Georgia,Crawford,324.89,841.4651
Georgia,Crisp,272.58,705.9822
Georgia,Dade,173.98,450.6082
Georgia,Dawson,210.83,546.0497
Georgia,Decatur,597.14,1546.5926
Georgia,DeKalb,267.58,693.0322
Georgia,Dodge,495.89,1284.3551
Georgia,Dooly,391.94,1015.1246
Georgia,Dougherty,328.69,851.3071
Georgia,Douglas,200.07,518.1813
Georgia,Early,512.59,1327.6081
Georgia,Echols,414.89,1074.5651
Georgia,Effingham,477.7,1237.243
Georgia,Elbert,351.06,909.2454
Georgia,Emanuel,680.6,1762.754
Georgia,Evans,182.85,473.5815
Georgia,Fannin,386.72,1001.6048
Georgia,Fayette,194.34,503.3406
Georgia,Floyd,509.91,1320.6669
Georgia,Forsyth,224.02,580.2118
Georgia,Franklin,261.5,677.285
Georgia,Fulton,526.64,1363.9976
Georgia,Gilmer,426.54,1104.7386
Georgia,Glascock,143.74,372.2866
Georgia,Glynn,419.75,1087.1525
Georgia,Gordon,355.81,921.5479
Georgia,Grady,454.53,1177.2327
Georgia,Greene,387.44,1003.4696
Georgia,Gwinnett,430.38,1114.6842
Georgia,Habersham,276.74,716.7566
Georgia,Hall,392.78,1017.3002
Georgia,Hancock,471.84,1222.0656
Georgia,Haralson,282.17,730.8203
Georgia,Harris,463.87,1201.4233
Georgia,Hart,232.39,601.8901
Georgia,Heard,296.03,766.7177
Georgia,Henry,322.13,834.3167
Georgia,Houston,375.54,972.6486
Georgia,Irwin,354.34,917.7406
Georgia,Jackson,339.66,879.7194
Georgia,Jasper,368.17,953.5603
Georgia,Jeff Davis,330.74,856.6166
Georgia,Jefferson,526.49,1363.6091
Georgia,Jenkins,347.28,899.4552
Georgia,Johnson,303.01,784.7959
Georgia,Jones,393.93,1020.2787
Georgia,Lamar,183.5,475.265
Georgia,Lanier,185.26,479.8234
Georgia,Laurens,807.3,2090.907
Georgia,Lee,355.78,921.4702
Georgia,Liberty,489.8,1268.582
Georgia,Lincoln,210.38,544.8842
Georgia,Long,400.29,1036.7511
Georgia,Lowndes,496.07,1284.8213
Georgia,Lumpkin,282.93,732.7887
Georgia,McDuffie,257.46,666.8214
Georgia,McIntosh,424.3,1098.937
Georgia,Macon,400.64,1037.6576
Georgia,Madison,282.31,731.1829
Georgia,Marion,366,947.94
Georgia,Meriwether,501.22,1298.1598
Georgia,Miller,282.42,731.4678
Georgia,Mitchell,512.09,1326.3131
Georgia,Monroe,395.66,1024.7594
Georgia,Montgomery,239.52,620.3568
Georgia,Morgan,347.35,899.6365
Georgia,Murray,344.47,892.1773
Georgia,Muscogee,216.39,560.4501
Georgia,Newton,272.16,704.8944
Georgia,Oconee,184.29,477.3111
Georgia,Oglethorpe,439.01,1137.0359
Georgia,Paulding,312.22,808.6498
Georgia,Peach,150.27,389.1993
Georgia,Pickens,232.06,601.0354
Georgia,Pierce,316.49,819.7091
Georgia,Pike,216.09,559.6731
Georgia,Polk,310.33,803.7547
Georgia,Pulaski,249.03,644.9877
Georgia,Putnam,344.64,892.6176
Georgia,Quitman,151.24,391.7116
Georgia,Rabun,369.99,958.2741
Georgia,Randolph,428.24,1109.1416
Georgia,Richmond,324.33,840.0147
Georgia,Rockdale,129.79,336.1561
Georgia,Schley,166.91,432.2969
Georgia,Screven,645.1,1670.809
Georgia,Seminole,235.23,609.2457
Georgia,Spalding,196.47,508.8573
Georgia,Stephens,179.13,463.9467
Georgia,Stewart,458.73,1188.1107
Georgia,Sumter,482.7,1250.193
Georgia,Talbot,391.39,1013.7001
Georgia,Taliaferro,194.61,504.0399
Georgia,Tattnall,479.4,1241.646
Georgia,Taylor,376.69,975.6271
Georgia,Telfair,437.3,1132.607
Georgia,Terrell,335.44,868.7896
Georgia,Thomas,544.6,1410.514
Georgia,Tift,258.92,670.6028
Georgia,Toombs,364.01,942.7859
Georgia,Towns,166.56,431.3904
Georgia,Treutlen,199.44,516.5496
Georgia,Troup,413.99,1072.2341
Georgia,Turner,285.39,739.1601
Georgia,Twiggs,358.4,928.256
Georgia,Union,321.93,833.7987
Georgia,Upson,323.44,837.7096
Georgia,Walker,446.38,1156.1242
Georgia,Walton,325.68,843.5112
Georgia,Ware,892.46,2311.4714
Georgia,Warren,284.3,736.337
Georgia,Washington,678.45,1757.1855
Georgia,Wayne,641.78,1662.2102
Georgia,Webster,209.12,541.6208
Georgia,Wheeler,295.48,765.2932
Georgia,White,240.69,623.3871
Georgia,Whitfield,290.46,752.2914
Georgia,Wilcox,377.71,978.2689
Georgia,Wilkes,469.49,1215.9791
Georgia,Wilkinson,447.31,1158.5329
Georgia,Worth,570.7,1478.113
Hawaii,Hawaii,4028.42,10433.6078
Hawaii,Honolulu,600.74,1555.9166
Hawaii,Kalawao,11.99,31.0541
Hawaii,Kauai,619.96,1605.6964
Hawaii,Maui,1161.52,3008.3368
Idaho,Ada,1052.58,2726.1822
Idaho,Adams,1363.06,3530.3254
Idaho,Bannock,1111.99,2880.0541
Idaho,Bear Lake,974.79,2524.7061
Idaho,Benewah,776.62,2011.4458
Idaho,Bingham,2093.98,5423.4082
Idaho,Blaine,2643.59,6846.8981
Idaho,Boise,1899.24,4919.0316
Idaho,Bonner,1734.57,4492.5363
Idaho,Bonneville,1866.08,4833.1472
Idaho,Boundary,1268.56,3285.5704
Idaho,Butte,2231.67,5780.0253
Idaho,Camas,1074.49,2782.9291
Idaho,Canyon,587.37,1521.2883
Idaho,Caribou,1764.15,4569.1485
Idaho,Cassia,2565.08,6643.5572
Idaho,Clark,1764.19,4569.2521
Idaho,Clearwater,2457.27,6364.3293
Idaho,Custer,4920.94,12745.2346
Idaho,Elmore,3074.74,7963.5766
Idaho,Franklin,663.65,1718.8535
Idaho,Fremont,1863.53,4826.5427
Idaho,Gem,560.9,1452.731
Idaho,Gooding,728.97,1888.0323
Idaho,Idaho,8477.35,21956.3365
Idaho,Jefferson,1093.5,2832.165
Idaho,Jerome,597.19,1546.7221
Idaho,Kootenai,1244.13,3222.2967
Idaho,Latah,1076,2786.84
Idaho,Lemhi,4563.39,11819.1801
Idaho,Lewis,478.8,1240.092
Idaho,Lincoln,1201.41,3111.6519
Idaho,Madison,469.21,1215.2539
Idaho,Minidoka,757.59,1962.1581
Idaho,Nez Perce,848.09,2196.5531
Idaho,Oneida,1200.06,3108.1554
Idaho,Owyhee,7665.51,19853.6709
Idaho,Payette,406.87,1053.7933
Idaho,Power,1404.24,3636.9816
Idaho,Shoshone,2629.67,6810.8453
Idaho,Teton,449.46,1164.1014
Idaho,Twin Falls,1921.21,4975.9339
Idaho,Valley,3664.52,9491.1068
Idaho,Washington,1452.98,3763.2182
Illinois,Adams,855.2,2214.968
Illinois,Alexander,235.51,609.9709
Illinois,Bond,380.28,984.9252
Illinois,Boone,280.72,727.0648
Illinois,Brown,305.61,791.5299
Illinois,Bureau,869.03,2250.7877
Illinois,Calhoun,253.83,657.4197
Illinois,Carroll,444.81,1152.0579
Illinois,Cass,375.82,973.3738
Illinois,Champaign,996.27,2580.3393
Illinois,Christian,709.38,1837.2942
Illinois,Clark,501.42,1298.6778
Illinois,Clay,468.32,1212.9488
Illinois,Clinton,474.09,1227.8931
Illinois,Coles,508.29,1316.4711
Illinois,Cook,945.33,2448.4047
Illinois,Crawford,443.63,1149.0017
Illinois,Cumberland,346.02,896.1918
Illinois,DeKalb,631.31,1635.0929
Illinois,De Witt,397.51,1029.5509
Illinois,Douglas,416.67,1079.1753
Illinois,DuPage,327.5,848.225
Illinois,Edgar,623.37,1614.5283
Illinois,Edwards,222.42,576.0678
Illinois,Effingham,478.78,1240.0402
Illinois,Fayette,716.48,1855.6832
Illinois,Ford,485.62,1257.7558
Illinois,Franklin,408.89,1059.0251
Illinois,Fulton,865.6,2241.904
Illinois,Gallatin,323.07,836.7513
Illinois,Greene,543.02,1406.4218
Illinois,Grundy,418.04,1082.7236
Illinois,Hamilton,434.67,1125.7953
Illinois,Hancock,793.73,2055.7607
Illinois,Hardin,177.53,459.8027
Illinois,Henderson,378.87,981.2733
Illinois,Henry,822.99,2131.5441
Illinois,Iroquois,1117.32,2893.8588
Illinois,Jackson,584.08,1512.7672
Illinois,Jasper,494.51,1280.7809
Illinois,Jefferson,571.17,1479.3303
Illinois,Jersey,369.27,956.4093
Illinois,Jo Daviess,601.09,1556.8231
Illinois,Johnson,343.92,890.7528
Illinois,Kane,520.06,1346.9554
Illinois,Kankakee,676.56,1752.2904
Illinois,Kendall,320.34,829.6806
Illinois,Knox,716.4,1855.476
Illinois,Lake,443.67,1149.1053
Illinois,LaSalle,1135.12,2939.9608
Illinois,Lawrence,372.18,963.9462
Illinois,Lee,724.9,1877.491
Illinois,Livingston,1044.29,2704.7111
Illinois,Logan,618.06,1600.7754
Illinois,McDonough,589.41,1526.5719
Illinois,McHenry,603.17,1562.2103
Illinois,McLean,1183.38,3064.9542
Illinois,Macon,580.69,1503.9871
Illinois,Macoupin,862.91,2234.9369
Illinois,Madison,715.58,1853.3522
Illinois,Marion,572.36,1482.4124
Illinois,Marshall,386.79,1001.7861
Illinois,Mason,539.24,1396.6316
Illinois,Massac,237.22,614.3998
Illinois,Menard,314.44,814.3996
Illinois,Mercer,561.2,1453.508
Illinois,Monroe,385.01,997.1759
Illinois,Montgomery,703.69,1822.5571
Illinois,Morgan,568.79,1473.1661
Illinois,Moultrie,335.94,870.0846
Illinois,Ogle,758.57,1964.6963
Illinois,Peoria,619.21,1603.7539
Illinois,Perry,441.76,1144.1584
Illinois,Piatt,439.2,1137.528
Illinois,Pike,831.38,2153.2742
Illinois,Pope,368.77,955.1143
Illinois,Pulaski,199.19,515.9021
Illinois,Putnam,160.16,414.8144
Illinois,Randolph,575.5,1490.545
Illinois,Richland,359.99,932.3741
Illinois,Rock Island,427.64,1107.5876
Illinois,St. Clair,657.76,1703.5984
Illinois,Saline,379.82,983.7338
Illinois,Sangamon,868.3,2248.897
Illinois,Schuyler,437.27,1132.5293
Illinois,Scott,250.91,649.8569
Illinois,Shelby,758.52,1964.5668
Illinois,Stark,288.08,746.1272
Illinois,Stephenson,564.52,1462.1068
Illinois,Tazewell,648.97,1680.8323
Illinois,Union,413.46,1070.8614
Illinois,Vermilion,898.37,2326.7783
Illinois,Wabash,223.25,578.2175
Illinois,Warren,542.41,1404.8419
Illinois,Washington,562.57,1457.0563
Illinois,Wayne,713.81,1848.7679
Illinois,White,494.77,1281.4543
Illinois,Whiteside,684.25,1772.2075
Illinois,Will,836.91,2167.5969
Illinois,Williamson,420.15,1088.1885
Illinois,Winnebago,513.36,1329.6024
Illinois,Woodford,527.8,1367.002
Indiana,Adams,339.03,878.0877
